distance_km,traffic_level,rain_mm,departure_min,vehicle_type,travel_time_min
7.8,5,1.3,164,0,42.1
7.77,6,0.0,56,1,40.5
7.89,2,0.0,175,0,37.3
8.02,5,0.0,95,0,37.8
8.3,2,0.0,34,1,31.3
7.66,10,4.7,85,0,46.3
7.92,2,6.1,48,1,33.8
8.04,4,0.0,132,1,32.7
7.54,8,0.0,96,0,47.2
7.79,5,0.0,160,0,40.4
7.83,3,1.9,152,0,33.3
7.8,5,0.0,119,0,39.8
8.05,2,0.0,131,0,33.5
7.96,3,0.0,137,0,36.3
7.86,2,0.0,88,1,26.3
8.11,5,0.0,64,0,34.7
8.43,8,0.3,105,0,48.8
8.41,6,2.1,54,1,38.9
7.52,6,0.0,96,1,38.6
8.14,3,0.0,130,0,37.5
7.96,4,0.0,128,1,36.7
8.04,8,7.6,60,0,53.9
7.9,2,0.0,32,0,30.7
8.03,8,2.3,53,1,39.7
8.04,5,2.7,40,0,36.6
7.86,8,0.0,109,1,41.6
7.78,4,0.0,107,0,37.1
7.89,4,8.2,83,1,42.1
8.06,7,0.0,79,1,39.5
8.15,7,0.0,108,0,49.1
8.21,3,0.0,52,1,36.0
7.88,10,0.0,79,1,47.4
8.07,2,6.5,110,1,35.7
8.24,2,0.0,54,1,27.2
8.29,6,0.0,164,0,48.9
7.99,7,0.9,145,0,43.4
7.94,9,0.0,106,0,51.4
8.05,5,1.0,66,1,32.6
7.71,1,0.0,75,0,30.6
7.95,6,0.0,60,1,40.2
8.19,4,0.0,68,0,39.0
8.16,5,6.1,112,0,42.0
7.93,5,6.6,84,0,41.5
8.05,2,0.0,169,0,39.2
7.79,5,3.4,177,0,41.3
8.18,5,3.0,147,0,41.2
7.98,7,0.0,160,0,49.7
7.93,6,0.0,86,0,40.4
7.91,3,0.0,144,0,35.5
7.98,3,0.0,45,0,38.4
7.89,4,0.0,176,1,33.9
8.16,3,0.0,145,0,34.2
7.9,7,0.0,96,0,43.6
8.4,10,0.0,156,0,52.8
8.37,7,0.0,34,0,40.0
7.78,6,0.0,105,0,43.2
8.02,5,0.0,170,1,38.2
7.84,4,0.0,87,0,36.2
7.92,9,8.3,144,0,53.9
8.5,9,0.0,103,0,46.0
7.92,5,0.0,108,0,36.6
8.09,4,0.0,153,0,33.9
8.14,7,0.0,171,0,49.3
7.75,3,7.3,69,0,37.4
7.79,7,0.0,90,0,45.6
7.7,8,0.0,121,0,44.1
7.78,2,0.0,138,1,33.4
7.3,10,0.0,119,1,41.0
8.14,10,0.0,160,0,55.1
8.51,9,0.0,156,0,50.5
8.04,5,0.0,110,1,32.2
7.65,4,4.3,41,0,28.3
7.84,6,0.0,75,1,38.6
7.89,5,0.0,121,0,42.3
7.75,3,0.0,173,1,33.4
8.22,5,3.1,132,0,44.2
8.2,7,0.0,127,0,46.0
7.71,2,0.0,151,1,30.4
8.18,4,0.0,67,0,39.1
8.38,1,0.0,65,0,25.7
8.48,7,0.0,101,1,41.9
8.7,6,1.4,180,1,45.2
7.77,2,0.0,168,1,29.5
8.7,9,6.8,146,0,55.8
7.91,1,0.0,108,0,26.7
7.85,6,3.5,130,0,44.1
8.08,7,0.0,94,1,38.3
7.85,7,0.0,145,0,42.8
8.1,1,0.4,112,0,32.8
7.67,9,0.0,60,1,37.5
7.94,9,0.7,79,1,41.2
8.32,6,0.0,137,1,42.3
7.99,5,4.3,147,0,42.5
8.04,1,0.0,54,0,26.7
8.12,6,1.7,160,1,42.7
8.29,5,0.0,162,1,35.3
7.59,7,0.0,151,0,40.5
8.15,5,3.2,146,1,39.1
7.93,7,8.7,82,0,47.5
8.04,2,0.0,172,0,32.4
8.26,3,0.0,88,0,34.1
7.7,3,0.0,73,0,37.0
7.75,1,0.0,141,0,30.7
7.52,6,0.0,103,0,36.6
7.86,8,3.4,174,0,49.6
8.33,6,0.0,117,0,36.2
7.97,6,0.0,69,1,42.0
7.66,7,8.0,176,0,46.1
7.88,4,0.0,125,1,34.9
7.63,5,0.0,125,1,36.3
7.72,4,6.2,107,0,37.7
8.1,7,2.5,163,0,50.9
7.71,3,8.3,91,0,44.8
8.28,1,1.0,34,0,27.3
7.98,6,0.0,123,0,44.0
8.02,9,0.0,173,0,47.1
7.93,6,5.3,89,0,47.8
8.19,7,0.0,88,1,44.3
8.2,7,0.0,152,0,48.5
8.08,5,4.9,157,1,35.9
8.14,7,3.8,114,0,44.8
7.95,8,0.0,163,1,42.8
8.14,3,2.3,70,0,33.6
7.92,4,1.5,104,0,41.6
8.0,3,7.1,109,0,33.7
7.93,5,1.4,95,0,40.7
7.89,8,0.0,79,0,46.9
7.83,4,9.1,99,0,39.7
8.12,5,0.0,35,0,38.9
8.33,8,2.5,148,1,47.7
8.29,6,0.7,146,0,42.9
7.69,6,0.0,116,1,41.2
8.32,8,0.0,97,0,44.7
7.92,5,0.0,114,0,42.5
8.15,7,2.3,174,0,47.8
7.77,2,1.5,136,0,32.9
8.04,3,0.0,152,1,32.6
8.08,5,0.0,81,0,34.5
7.63,5,13.6,54,0,43.8
8.15,9,0.0,52,1,40.4
8.34,10,0.0,119,1,49.2
7.96,8,0.0,150,0,49.7
8.34,4,11.6,157,1,44.7
7.95,9,10.8,150,0,53.5
8.21,7,0.0,172,1,42.3
7.45,5,0.0,44,1,33.8
8.6,7,0.0,165,1,44.8
8.37,1,2.9,143,1,36.1
7.93,3,0.0,71,0,35.4
7.51,8,0.0,146,0,46.2
8.07,6,0.0,125,1,39.4
7.64,5,0.6,103,0,37.5
8.11,6,0.0,85,1,38.0
8.1,9,0.0,118,0,50.7
7.76,6,3.2,83,1,36.9
8.28,5,1.9,51,0,40.6
8.2,2,0.0,164,1,31.5
8.24,4,0.0,135,0,43.6
8.0,10,0.0,103,0,51.0
7.65,5,0.0,116,0,39.6
8.24,5,0.0,166,0,39.0
7.93,5,0.0,97,1,40.1
7.65,8,0.0,106,1,43.4
8.34,6,5.3,156,1,48.0
8.52,7,0.0,76,0,43.4
7.99,5,0.0,143,0,40.3
8.54,1,0.0,114,1,24.9
8.02,9,0.0,123,1,51.1
7.9,9,0.0,158,1,47.4
7.84,9,7.9,180,0,60.1
8.41,9,0.0,163,0,49.7
7.8,8,6.5,68,1,46.5
8.18,7,0.0,80,1,43.2
7.86,8,0.0,110,1,43.5
7.88,6,0.0,150,1,38.4
8.26,3,0.0,124,0,34.5
7.9,5,1.3,170,0,40.6
7.9,10,4.6,43,1,55.8
8.28,5,0.0,86,0,37.4
8.4,8,0.0,79,1,37.0
8.16,2,0.0,153,0,34.5
7.84,4,0.9,118,0,37.6
7.87,5,0.0,34,0,35.8
8.02,2,0.0,156,0,32.3
8.08,2,0.0,103,1,28.9
7.75,3,0.0,87,1,26.6
8.18,8,0.0,73,0,50.6
8.02,2,0.0,175,1,32.4
7.57,4,0.0,175,0,38.3
7.77,1,0.0,50,0,31.3
7.87,7,0.0,82,0,50.7
7.98,6,0.0,142,1,38.2
8.47,6,0.0,145,1,41.6
8.06,5,0.0,111,0,41.9
7.79,3,0.0,132,0,37.1
8.06,7,0.0,148,1,44.7
7.91,8,0.0,175,0,50.4
8.08,3,0.0,151,0,35.1
8.15,5,0.0,58,1,38.7
8.3,4,0.0,150,1,35.7
7.99,3,0.0,48,0,33.9
8.41,7,1.7,123,0,48.0
8.23,6,0.0,127,1,37.5
7.82,3,4.2,157,1,36.7
8.55,4,3.2,33,0,39.9
8.08,9,0.0,168,1,41.4
7.79,8,5.7,144,1,51.0
8.41,8,0.0,38,0,42.3
8.52,5,0.0,68,0,40.2
7.99,6,0.0,41,0,44.0
7.87,5,0.0,156,1,39.3
7.96,2,0.0,70,1,31.5
8.18,5,0.0,42,0,41.0
8.32,6,0.0,64,0,39.4
8.14,4,0.0,131,1,32.0
8.03,8,0.0,122,0,47.6
8.37,3,0.0,84,0,37.2
7.92,5,4.6,175,1,44.1
8.26,2,0.0,165,0,37.3
7.93,5,0.0,96,1,34.2
8.11,1,0.0,119,0,33.7
7.97,4,1.5,125,0,32.1
7.99,5,0.0,155,0,44.4
7.91,5,1.0,113,1,34.1
8.34,6,0.0,129,1,37.2
7.82,4,0.0,111,1,41.1
7.81,6,3.7,155,0,44.8
8.53,6,4.4,130,1,42.3
8.24,4,0.0,162,0,35.8
7.4,8,0.0,44,1,40.7
7.86,6,3.6,171,0,47.5
7.55,4,0.0,162,0,36.5
7.76,9,0.0,161,0,42.6
7.3,8,0.0,64,0,47.6
7.97,10,0.0,87,1,45.7
7.71,7,7.8,179,0,48.8
8.01,5,0.0,175,0,41.2
7.59,4,2.6,81,0,34.3
8.02,7,0.0,114,0,47.7
7.9,10,0.0,67,0,50.9
8.38,6,0.0,87,0,43.2
8.35,8,5.0,73,1,52.6
8.2,4,2.2,51,1,32.1
7.92,5,5.7,133,0,47.0
8.5,9,0.0,83,1,38.9
7.61,7,2.9,180,0,48.5
7.65,10,2.3,125,1,55.0
7.98,7,0.0,103,1,37.3
8.56,5,0.0,172,0,47.5
7.95,6,0.0,138,1,35.1
7.95,9,0.0,61,1,49.7
7.64,6,3.4,123,1,38.6
8.24,4,0.0,115,1,32.6
8.24,5,0.0,156,1,36.7
8.2,6,0.0,147,0,43.2
7.84,2,0.0,104,0,31.7
7.82,7,2.4,119,0,44.8
7.68,2,0.0,125,0,33.3
8.02,5,0.0,112,0,40.1
7.73,8,6.6,57,1,44.6
7.71,5,8.1,171,0,43.9
7.89,8,0.0,145,1,45.0
7.88,4,0.0,119,1,35.2
7.87,9,0.0,132,1,46.4
8.12,3,7.0,78,1,35.4
8.02,1,0.4,127,1,26.2
7.93,8,0.0,153,1,44.2
8.05,7,0.0,127,0,43.5
7.75,4,0.0,120,1,27.6
8.03,10,0.0,118,0,53.6
8.04,6,0.0,155,1,40.7
7.62,9,0.0,154,0,48.4
8.25,6,0.0,154,1,42.0
7.78,5,1.3,84,1,33.5
8.02,5,0.0,138,0,44.3
8.29,4,0.2,157,0,43.0
8.23,6,0.0,131,1,36.2
8.01,5,3.8,157,0,41.1
7.91,1,0.0,165,0,34.0
8.24,4,0.0,71,0,37.3
8.17,3,0.0,94,1,31.8
7.85,8,0.0,136,0,47.6
7.8,6,1.8,92,0,35.9
7.48,7,0.0,175,0,41.6
8.04,9,0.0,75,0,45.3
7.98,6,0.0,102,1,40.5
8.28,10,5.1,180,0,49.7
8.09,4,0.0,74,0,36.8
8.33,3,0.0,116,1,31.8
7.83,5,3.7,96,1,39.6
8.28,5,0.0,161,1,41.0
7.87,8,0.0,94,0,50.2
8.19,6,0.0,68,0,37.2
7.64,4,0.0,174,1,32.7
8.06,7,0.0,96,0,43.6
7.5,6,0.0,153,1,42.8
7.93,3,4.3,92,0,38.1
8.11,6,1.8,72,0,42.0
7.87,9,5.0,160,1,52.9
7.74,8,0.0,45,1,39.1
8.21,6,0.0,98,0,45.2
7.97,5,1.8,157,0,46.9
7.88,2,0.0,125,0,32.4
8.01,5,5.9,147,0,39.3
8.66,7,0.0,48,1,40.9
8.29,5,4.6,154,1,46.0
8.29,4,2.6,70,0,39.7
8.11,9,0.0,160,0,45.7
8.04,8,0.0,131,1,47.4
7.4,6,0.0,153,0,43.7
7.83,3,0.0,78,0,36.5
7.88,3,0.0,108,0,37.9
7.53,2,0.0,160,0,31.4
7.71,6,0.0,171,0,45.8
7.5,2,0.0,81,1,25.6
7.99,8,0.0,159,0,43.8
8.2,10,0.0,57,1,43.7
8.28,5,0.0,113,1,39.2
8.1,5,6.9,174,0,44.4
7.76,7,2.9,175,1,48.2
7.52,9,0.0,93,0,49.7
7.56,8,0.0,75,1,42.8
7.68,2,1.7,66,0,35.7
7.78,3,0.0,120,1,28.1
7.96,7,0.0,54,1,41.8
7.75,7,0.0,102,0,44.6
8.08,3,0.0,35,0,29.0
7.94,6,0.0,87,0,38.5
8.0,7,0.4,170,0,45.3
8.29,3,0.0,116,1,32.2
7.7,8,5.4,49,0,46.4
8.1,2,0.0,142,1,29.1
8.0,7,0.4,176,0,50.4
7.92,6,0.0,118,0,37.8
8.22,4,0.0,139,1,31.9
8.22,7,3.2,172,1,42.2
7.76,7,4.4,112,0,43.9
7.95,9,0.0,144,0,46.9
8.07,5,5.2,115,0,47.8
7.93,7,0.0,177,0,43.6
8.15,6,3.0,123,1,40.7
8.07,6,5.0,169,0,42.7
8.46,8,0.0,124,1,43.1
7.62,1,0.0,144,0,32.4
7.97,4,0.0,107,0,39.0
7.77,6,4.6,172,0,48.5
8.15,3,0.0,142,0,33.2
7.6,9,0.0,35,1,39.8
8.09,6,0.0,34,1,38.9
7.84,5,6.1,145,0,43.5
7.82,8,0.0,59,0,43.7
7.64,5,2.8,150,1,40.1
7.88,6,8.3,97,0,48.8
8.27,1,0.0,128,1,26.6
7.99,5,0.0,71,1,34.8
8.16,3,7.6,84,0,38.7
8.42,7,0.0,114,0,42.0
8.07,5,1.5,144,1,39.3
7.86,4,3.6,67,1,33.0
8.12,5,0.0,90,0,39.0
7.86,3,0.0,77,0,35.5
7.87,9,0.0,166,1,47.3
7.62,2,0.0,142,0,30.0
8.23,8,0.0,119,1,44.4
7.9,6,0.0,175,0,43.6
8.05,6,0.0,152,1,38.2
7.74,4,0.0,174,0,35.8
8.11,9,0.0,136,0,49.6
7.81,4,4.4,64,0,33.7
7.96,6,0.0,145,1,36.2
8.22,10,0.0,76,0,46.0
8.2,8,3.3,101,1,41.5
7.99,6,0.0,124,1,37.5
7.56,10,3.1,68,1,50.0
8.7,7,0.0,36,1,42.1
8.44,3,2.2,98,0,40.3
8.18,5,0.0,162,1,36.5
7.81,4,2.3,34,1,26.7
7.97,4,6.5,58,0,37.6
7.86,7,0.0,160,1,45.2
8.32,6,0.0,94,1,37.6
8.07,1,5.6,174,1,32.9
7.8,8,0.0,106,0,44.6
7.88,4,8.4,159,0,45.4
8.28,10,0.0,86,0,52.8
8.4,9,7.5,46,0,47.0
8.38,9,0.0,168,1,40.5
8.19,8,0.0,173,0,50.2
7.94,3,0.0,149,1,32.3
7.3,6,0.0,156,0,43.1
8.07,3,0.0,32,0,31.9
8.0,4,0.0,154,0,40.0
8.03,6,0.0,119,1,38.4
8.01,1,10.9,116,1,32.1
7.67,9,0.0,128,0,46.6
8.14,9,1.5,89,0,48.2
8.16,5,0.0,148,1,39.7
8.17,6,0.0,93,0,40.9
8.24,5,0.0,131,1,34.3
8.15,8,0.0,63,0,49.9
7.9,7,0.0,145,1,42.4
7.98,4,0.0,74,1,37.1
8.02,5,0.0,70,0,34.9
8.03,5,0.0,37,1,33.4
8.25,9,0.0,60,1,44.8
8.16,3,0.0,82,0,36.4
8.52,2,0.0,80,1,24.4
8.55,8,0.0,98,1,38.3
8.02,8,0.0,45,0,42.0
7.3,8,0.0,174,0,47.7
8.31,6,0.0,60,1,35.8
7.86,7,0.0,148,0,44.1
7.8,6,0.0,128,0,41.7
7.9,2,0.0,130,1,27.6
7.89,6,0.8,57,1,41.5
8.15,1,0.0,84,1,24.7
7.61,4,0.0,157,0,31.3
7.73,9,0.0,118,0,44.7
8.09,4,0.0,117,0,35.0
8.16,9,2.3,129,1,48.0
8.16,4,2.8,114,0,40.0
7.8,4,0.0,160,0,39.9
7.76,6,3.7,154,1,47.1
7.87,7,0.0,96,1,40.0
8.06,6,0.0,161,1,42.7
8.37,8,0.0,125,0,45.9
7.49,1,0.0,139,0,31.0
7.94,9,5.0,167,0,51.6
7.67,3,6.2,120,1,34.6
7.59,8,0.0,155,0,46.7
8.24,5,0.0,139,1,40.7
8.14,8,0.0,113,0,46.2
8.11,7,6.4,158,1,46.1
8.23,3,0.0,57,0,34.8
7.88,9,0.0,134,0,51.2
7.89,4,0.0,42,0,30.6
8.55,4,10.2,67,0,44.0
7.94,8,2.4,136,1,41.0
8.18,2,0.0,95,0,36.6
8.0,3,0.0,87,0,35.2
7.54,6,4.4,176,1,45.6
7.49,8,1.7,104,0,40.5
7.86,3,0.0,131,0,34.7
8.26,6,0.0,127,0,45.3
8.2,7,3.7,46,1,45.7
8.23,8,0.8,145,0,49.1
7.75,9,1.1,125,0,47.3
8.4,7,0.0,106,1,40.8
7.76,7,2.4,47,0,39.5
8.05,5,0.0,92,0,43.3
8.0,2,2.4,169,1,34.9
7.96,7,0.0,71,0,41.9
8.33,10,0.0,79,0,51.8
7.82,7,0.0,77,1,38.9
7.66,1,6.4,169,1,31.4
8.0,5,0.0,148,0,38.2
7.9,6,0.0,168,0,40.8
8.7,7,3.7,172,1,47.7
8.17,7,0.0,173,0,49.2
7.9,6,0.0,121,0,40.6
7.74,3,7.7,120,0,36.8
7.53,9,0.0,163,0,51.4
7.74,7,7.5,98,1,44.4
8.03,4,0.0,36,0,28.3
8.36,4,5.0,98,0,38.5
8.28,9,6.3,150,1,52.2
8.06,8,0.0,61,0,42.2
7.92,5,5.3,158,1,40.9
8.07,1,0.0,161,0,28.5
7.87,1,5.1,56,0,30.4
8.43,4,1.7,55,1,31.3
7.95,6,0.0,76,0,36.7
7.98,6,0.0,102,0,38.9
7.45,6,1.7,127,1,41.3
7.95,7,0.0,121,0,45.2
8.21,1,0.0,165,0,38.8
7.73,2,0.0,65,1,25.9
7.81,5,0.0,148,1,40.0
8.2,3,2.3,129,0,42.9
7.63,2,0.0,152,1,33.4
8.26,6,0.0,100,0,45.3
7.87,8,0.7,119,0,46.6
7.9,7,0.0,38,0,42.0
7.72,8,0.0,59,1,37.9
8.09,7,0.1,105,0,35.8
8.61,7,2.0,120,1,44.3
8.2,4,0.5,52,0,33.3
7.78,10,0.0,162,1,47.0
8.28,3,0.0,175,1,32.1
7.92,3,0.0,135,1,33.4
8.34,4,0.0,44,0,35.4
8.2,10,0.0,153,1,52.9
7.3,10,0.0,79,0,45.5
7.75,8,0.0,152,0,47.1
8.24,6,0.0,114,0,41.6
8.04,6,0.0,44,0,38.7
7.74,10,0.0,90,0,48.8
7.84,7,0.0,113,0,48.0
7.52,9,0.0,152,0,50.7
7.98,4,0.0,63,1,31.3
8.55,4,6.1,91,1,36.7
8.2,8,4.0,52,0,44.7
8.55,3,9.0,138,1,39.9
8.22,9,0.0,119,1,41.4
8.26,6,0.0,173,1,40.4
8.49,9,0.0,153,0,51.8
8.09,4,3.0,157,1,35.4
7.95,7,0.0,69,1,39.5
8.26,5,0.0,88,0,40.1
8.36,6,0.0,125,1,34.6
7.88,6,0.0,33,1,36.5
7.82,9,4.9,167,1,47.9
8.03,7,0.0,157,1,47.7
8.21,4,0.0,45,0,36.3
8.2,9,0.0,165,1,44.5
7.64,4,0.0,31,1,25.4
8.48,5,6.6,59,0,42.8
7.84,2,0.0,45,1,31.3
7.93,8,2.5,120,1,42.7
7.77,4,0.0,158,1,35.9
8.67,4,0.0,72,0,39.9
8.06,9,2.4,156,1,50.1
7.79,8,7.2,73,1,45.6
8.22,3,0.0,180,0,35.6
8.19,7,0.0,165,1,42.0
7.95,9,0.0,152,1,43.0
8.21,2,0.0,135,0,31.1
7.79,8,0.0,84,0,47.6
7.88,6,0.0,60,0,40.7
7.5,7,0.0,117,1,40.5
7.67,5,0.7,109,0,36.7
8.45,7,0.0,145,1,46.5
8.41,1,6.1,70,1,30.3
8.02,7,0.6,131,0,45.1
8.42,1,2.2,147,0,37.5
7.96,5,2.0,93,1,34.7
7.94,3,3.4,157,0,36.3
8.01,8,2.0,113,0,50.3
7.97,4,0.0,69,1,35.2
7.95,5,0.0,75,1,36.2
8.29,5,0.6,90,0,33.3
8.04,7,0.0,68,1,43.4
8.18,5,0.0,131,0,38.6
8.26,7,2.7,175,1,43.2
8.1,2,0.0,170,1,31.1
7.76,3,0.5,97,0,30.6
7.66,6,0.0,166,1,43.0
8.04,9,0.0,176,1,47.7
7.96,2,0.0,92,0,34.2
8.02,1,1.5,171,0,31.0
8.0,3,0.0,180,1,37.0
8.65,6,3.5,159,0,51.0
7.67,5,0.0,107,0,34.6
7.5,8,0.0,137,0,42.1
8.08,2,0.0,103,0,30.3
7.91,3,0.0,180,0,39.5
8.08,4,0.0,48,1,33.0
8.15,6,0.0,169,1,40.4
8.32,7,0.0,49,0,43.8
7.62,2,0.0,41,1,32.5
7.86,9,0.7,174,1,41.9
8.11,4,0.0,167,1,35.2
8.19,7,0.0,103,1,31.7
8.55,6,0.0,176,0,46.4
8.24,3,5.1,166,0,43.5
7.99,8,7.8,170,1,48.4
7.78,8,5.2,135,1,48.2
7.86,5,0.0,176,1,33.3
7.85,6,6.1,160,1,44.7
8.16,4,11.6,174,1,50.7
8.06,7,1.0,90,0,42.7
7.67,4,0.0,127,0,38.0
7.89,8,7.6,167,0,50.1
8.22,3,0.0,133,1,33.7
8.09,1,0.0,160,1,32.5
8.14,4,0.0,178,0,41.3
8.1,3,0.0,160,0,36.3
8.41,6,0.0,96,1,38.7
8.06,3,0.0,60,0,29.9
7.9,7,2.6,89,1,44.4
7.77,4,0.0,144,1,36.8
8.06,7,0.0,33,0,37.8
7.39,6,0.0,74,0,39.4
7.95,10,3.8,98,1,46.3
7.95,10,0.0,168,1,47.5
7.66,8,0.0,44,0,45.5
7.77,7,2.9,43,0,45.8
8.2,5,0.0,130,0,42.5
8.06,7,0.0,72,1,38.9
8.03,9,0.0,84,0,48.8
8.08,1,0.0,73,1,24.3
8.02,6,0.0,134,1,41.5
8.31,3,0.0,45,0,33.7
8.03,6,3.4,174,0,44.1
7.64,5,0.0,60,0,34.7
8.41,6,0.0,176,0,46.5
8.09,6,7.3,157,0,47.1
7.85,9,0.0,163,0,47.8
7.69,6,0.0,71,0,38.1
8.1,8,0.0,144,0,43.4
7.97,4,0.0,161,0,39.1
8.39,5,0.0,131,1,38.8
7.91,5,2.6,130,0,36.8
7.79,4,0.0,68,1,29.1
8.22,5,0.0,111,0,34.9
8.23,6,7.5,66,0,48.9
8.04,6,0.6,178,1,42.9
8.17,6,0.0,146,0,46.3
7.99,5,2.9,43,1,40.9
8.06,4,0.0,120,1,35.9
8.29,6,0.0,141,0,43.0
8.16,3,0.0,54,0,34.2
7.96,4,0.0,144,1,33.1
8.34,1,0.0,72,1,24.8
7.41,2,0.0,110,0,30.0
8.51,4,0.0,139,1,35.5
7.57,1,0.0,104,1,21.3
7.84,4,0.0,106,1,29.9
7.99,7,2.3,164,1,39.9
7.96,2,2.4,95,0,29.7
8.25,5,0.0,143,1,39.8
7.74,9,1.7,165,1,46.1
8.07,8,0.0,67,0,44.2
7.86,4,0.0,42,1,32.9
8.07,9,0.0,162,0,52.3
7.98,4,0.0,130,0,39.0
8.02,2,10.2,162,1,42.3
7.86,10,2.0,78,0,50.3
7.87,8,0.0,163,1,44.8
8.07,5,0.0,54,0,36.0
8.24,7,0.0,168,1,37.4
7.85,7,0.0,162,0,45.1
7.78,3,0.5,132,1,34.9
8.15,3,0.0,137,0,33.9
7.99,5,0.0,101,1,34.5
8.21,9,2.1,76,1,48.7
7.77,1,0.0,117,0,30.0
7.56,7,8.6,143,0,46.0
7.87,2,0.0,180,0,31.6
7.81,5,0.0,161,1,39.3
7.98,6,0.0,114,0,41.2
7.84,7,0.0,153,0,44.2
8.19,2,0.2,57,1,24.6
7.93,5,0.0,111,0,40.6
8.04,6,7.0,112,0,49.0
8.04,2,0.0,180,1,30.8
8.05,3,3.6,108,0,38.4
7.99,7,2.0,52,0,41.9
8.13,6,0.0,48,1,38.7
7.8,3,0.0,148,1,34.0
8.35,6,3.8,92,1,40.0
7.94,9,0.0,167,0,43.3
7.67,1,10.1,121,1,30.7
8.05,6,0.0,98,1,39.3
7.79,2,0.3,155,0,36.4
8.17,1,0.0,111,0,29.1
8.55,3,12.5,152,0,49.1
7.8,5,0.0,150,0,44.5
8.08,8,5.9,151,1,50.0
7.56,4,0.0,166,0,34.3
8.11,6,0.0,165,0,45.6
7.78,5,3.7,144,0,40.4
7.84,4,3.4,176,0,38.9
7.72,6,1.2,36,0,40.7
8.18,8,0.0,173,1,46.5
8.25,8,0.0,66,0,46.6
8.01,8,0.0,78,1,43.9
7.78,4,0.0,161,1,34.9
8.4,8,0.0,109,1,39.5
7.81,3,0.0,113,0,40.8
7.46,7,1.0,87,0,41.1
8.11,9,0.0,80,0,45.3
7.72,1,8.0,57,0,29.4
8.25,5,0.0,75,0,39.3
7.9,6,5.7,132,0,45.4
8.15,7,0.0,149,0,44.9
8.35,3,1.4,153,0,42.4
7.7,10,0.0,104,0,51.3
7.86,6,1.0,173,0,40.6
7.98,3,0.0,98,0,40.7
8.38,1,0.0,58,1,22.3
7.84,7,0.0,175,0,44.9
7.85,2,0.0,128,1,27.7
8.12,3,3.3,178,0,40.3
7.86,6,0.0,108,1,40.0
8.04,6,2.2,155,0,43.0
7.61,7,0.0,58,1,41.3
8.55,5,4.9,165,0,45.9
7.66,7,3.8,70,1,45.3
7.92,10,0.0,48,0,51.0
7.99,4,0.0,55,1,31.0
8.48,7,0.0,130,0,48.7
7.67,9,0.0,92,0,44.8
8.5,7,0.0,177,0,48.8
8.19,7,0.0,165,1,44.4
8.1,3,0.0,160,0,35.1
7.75,6,0.0,160,1,33.4
8.14,6,0.0,169,1,45.1
7.82,7,0.0,167,0,46.2
8.32,10,0.0,173,0,53.1
7.76,1,0.0,174,1,28.9
7.97,2,0.0,93,0,35.0
7.86,2,0.0,79,1,35.0
7.75,7,2.6,141,0,48.3
8.19,3,0.0,61,0,35.0
8.13,6,4.6,78,0,44.5
8.3,4,0.0,156,1,37.3
7.56,5,0.0,142,1,33.1
8.27,3,0.0,142,0,38.3
8.63,8,0.0,175,0,45.5
7.89,6,6.7,144,1,44.6
8.47,9,0.0,113,1,45.0
7.93,6,11.9,90,0,50.5
7.66,2,0.0,100,0,32.7
7.92,3,0.0,90,1,30.0
8.26,10,0.0,39,1,42.8
7.79,7,0.0,87,0,46.9
7.85,1,0.0,163,0,31.5
8.15,7,0.0,151,1,47.5
8.0,5,5.3,139,0,39.7
8.15,4,3.2,170,1,37.4
8.06,3,0.0,87,1,24.6
8.12,8,0.0,133,1,46.2
7.89,2,0.0,38,0,32.8
8.06,4,0.0,169,1,34.2
7.77,4,7.5,116,1,36.2
8.32,3,0.0,72,0,33.4
7.84,6,2.0,83,0,40.8
8.28,1,6.3,165,0,35.0
7.94,4,0.0,57,0,38.6
8.05,9,0.0,173,1,45.7
7.88,4,0.0,105,0,31.0
7.75,5,0.0,85,1,34.2
7.56,5,0.0,98,1,33.3
7.74,6,1.2,110,0,37.6
7.92,8,0.0,129,0,46.8
8.05,3,0.9,134,0,30.5
8.25,8,6.6,116,0,51.8
7.89,7,2.1,116,0,44.8
7.78,7,0.0,91,1,37.9
7.64,2,1.2,106,1,26.0
8.12,1,0.0,118,0,26.6
8.35,6,0.0,136,0,45.8
8.32,8,5.2,62,0,47.5
8.18,6,5.6,155,0,41.6
8.16,3,0.0,146,0,36.3
8.42,2,1.3,93,0,33.2
8.08,7,0.0,117,0,48.3
8.16,7,0.0,175,1,41.8
7.92,3,0.0,35,0,35.4
7.66,1,0.0,161,1,27.5
7.83,5,0.0,125,0,35.8
8.0,6,0.0,138,1,40.8
8.02,7,0.0,146,1,45.5
8.48,8,0.0,117,0,50.0
8.02,6,0.0,74,0,41.4
8.29,2,0.0,171,1,35.2
7.89,7,0.0,153,0,45.2
7.92,10,0.0,131,1,48.0
7.67,9,0.0,116,1,40.0
7.81,8,0.0,123,1,43.5
8.13,4,0.0,162,0,43.5
8.0,7,0.0,33,1,33.5
8.24,8,4.3,167,1,43.9
8.05,7,0.0,43,0,40.8
7.91,4,0.0,138,1,30.6
8.54,9,0.0,99,0,51.2
7.98,5,0.0,145,0,35.1
8.29,2,0.0,52,1,30.7
7.9,2,2.4,130,1,34.5
8.18,6,0.0,165,0,45.6
8.23,5,0.0,122,1,37.3
8.05,2,0.0,52,1,29.7
7.41,7,0.0,40,0,36.7
8.0,8,1.4,139,1,45.4
